session_id,label,in_original_16
tasktracker_java_voting_voting_204023_668020847_516895086072.12787_9ac1f193df7581cc6d68bc07eaa01710f5acf6e4,0,no
tasktracker_java_voting_voting_35348_1438997025_120066998105.26987_bad7f68a7e0bdbb50783d610478f97ab3a55810b,0,no
tasktracker_java_voting_voting_35937_2049410402_531300241288.57764_1570a4fa165fa8bbe1c700eb4ebf05b90d16dd03,0,no
tasktracker_java_voting_voting_4072_1575609932_1466351377412.086_54781d5e46ef7eb423e373269a8119246f8aab40,0,no
tasktracker_java_voting_voting_46086_1109732621_1202658003874.5593_ca1fd0395e652920b1735544eeb8630bcbe43625,0,no
tasktracker_java_voting_voting_50193_205653921_761894199394.1117_78fd5cf950e325e2002e45fee05570ff970c9bd9,0,no
tasktracker_java_voting_voting_50193_925889727_1276106696243.2937_1c8d6035ba50e7db64c956e534f9b00520436e82,0,no
tasktracker_java_voting_voting_50236_25853174_1277715059093.8948_886dfb0cdc30a6f7ef494e4f0a7acc925d3ce1dc,0,no
tasktracker_java_voting_voting_50236_357787407_1429767635995.9395_d5f5d101e93288426793cab0366b57fca7e2e9c8,0,no
tasktracker_java_voting_voting_50236_639826813_1094086425102.0487_c02323eb75c694f81bc9d64ca0a98f86f07568eb,0,no
tasktracker_java_voting_voting_50240_857233176_843487176380.1454_e07e707f8cc523c1b5db8a7c8db58a7e58891212,0,no
tasktracker_java_voting_voting_50246_1768240771_1471110819433.921_a5f867704feeceddfa3d554aaf131efd8dc53e28,0,no
tasktracker_java_voting_voting_50255_501077302_197219872255.72565_b4c4c6c633375ddfff5911d3ae952474abf21fbb,0,no
tasktracker_java_voting_voting_50727_1749342367_1256896303556.269_1cfc1d2bf71946e0917638983a2f1f205a12b112,0,no
tasktracker_java_voting_voting_50756_6770863_906931782053.1805_c37b945244324fa33391ce6581f9689bba575ee6,1,no
tasktracker_java_voting_voting_50835_697721268_610221703032.3408_47c9336e4957bb8c138f480cb62c183251fe298b,0,no
tasktracker_java_voting_voting_51345_749505800_628162637572.6904_8f42df6980a5dff7e265f530481c263fe6baacc3,0,no
tasktracker_java_voting_voting_516498_1178551944_162670384992.19626_8c04d89c38707f39de13634e244a71c022ca98ba,0,no
tasktracker_java_voting_voting_53285_1705533775_1292233787305.176_fec8c81f154d4a436ee9d893aa383c57e89745f7,0,no
tasktracker_java_voting_voting_57325_1535057055_608548865299.2836_e249c65736d6d7589adfb3ec80b380823349c2a4,0,no
tasktracker_java_voting_voting_57504_1915495132_781365268832.5005_d4a5cb01978425ee33cb1c065168a29c18d37a41,1,no
tasktracker_java_voting_voting_57568_130348365_490864620011.9168_11ea73fe3952e1d741ffb5b0a0fa75b073db7703,0,no
tasktracker_java_voting_voting_57777_1546715125_16555386179.251556_f227acab9265b257313b2601851d20120fdd65b9,1,no
tasktracker_java_voting_voting_67885_1496973122_577356051558.2722_895956fbaba9b42edab474b64ebfbfc71d7fea33,0,no
tasktracker_java_zero_zero_4072_1575609932_1466351377412.086_54781d5e46ef7eb423e373269a8119246f8aab40,0,no
tasktracker_java_zero_zero_46086_1109732621_1202658003874.5593_ca1fd0395e652920b1735544eeb8630bcbe43625,0,no
tasktracker_java_zero_zero_50248_117328608_1143147998314.5024_588bf6e773f3c722d78a2d64c74c982b123e23ac,1,no
tasktracker_java_zero_zero_50256_1399523684_42673595234.036255_e83aa61296ae13fd08ff3eda722f9efa5f28b485,0,no
tasktracker_java_zero_zero_50727_1749342367_1256896303556.269_1cfc1d2bf71946e0917638983a2f1f205a12b112,0,no
tasktracker_java_zero_zero_51354_1902752852_207879768723.99686_d238637b063d9d90e963f973284ead5b6b46322e,0,no
tasktracker_java_zero_zero_516498_1178551944_162670384992.19626_8c04d89c38707f39de13634e244a71c022ca98ba,0,no
tasktracker_java_zero_zero_53285_1705533775_1292233787305.176_fec8c81f154d4a436ee9d893aa383c57e89745f7,0,no
tasktracker_kotlin_brackets_brackets_375375_1056711225_446949842482.32446_6673c132f81bb5cf33ea0b40888cff9add413625,0,no
tasktracker_kotlin_brackets_brackets_39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1,0,no
tasktracker_kotlin_brackets_brackets_40013_1474929749_445740598236.52594_18779a0e97697f0b57f08433f450d18da710b728,0,no
tasktracker_kotlin_brackets_brackets_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,1,no
tasktracker_kotlin_brackets_brackets_43482_817518377_1218501755035.3948_b52ef0fbc42c296c873d92faaf08353366ce7798,0,no
tasktracker_kotlin_brackets_brackets_4770_262746974_1101405860621.7349_07d18e5f6521abe24417af9cfc84999ecab0cd20,0,no
tasktracker_kotlin_brackets_brackets_50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,1,no
tasktracker_kotlin_brackets_brackets_56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,1,no
tasktracker_kotlin_max_3_max_3_375372_1158485556_1503163242535.8481_67be4276fd0c39fa8bc58de116c16e5e59708bea,0,no
tasktracker_kotlin_max_3_max_3_39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1,0,no
tasktracker_kotlin_max_3_max_3_40013_1474929749_445740598236.52594_18779a0e97697f0b57f08433f450d18da710b728,1,no
tasktracker_kotlin_max_3_max_3_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,0,no
tasktracker_kotlin_max_3_max_3_4770_262746974_1101405860621.7349_07d18e5f6521abe24417af9cfc84999ecab0cd20,0,no
tasktracker_kotlin_max_3_max_3_50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,1,no
tasktracker_kotlin_max_3_max_3_56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,0,no
tasktracker_kotlin_max_3_max_3_60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b,1,no
tasktracker_kotlin_max_digit_max_digit_375376_1073793298_1483248182011.5476_3dd331b15c9e76fc3e4fdae3c17ba22b660d5ff0,0,no
tasktracker_kotlin_max_digit_max_digit_39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1,0,no
tasktracker_kotlin_max_digit_max_digit_40013_1474929749_445740598236.52594_18779a0e97697f0b57f08433f450d18da710b728,0,no
tasktracker_kotlin_max_digit_max_digit_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,0,no
tasktracker_kotlin_max_digit_max_digit_43482_817518377_1218501755035.3948_b52ef0fbc42c296c873d92faaf08353366ce7798,1,no
tasktracker_kotlin_max_digit_max_digit_4770_262746974_1101405860621.7349_07d18e5f6521abe24417af9cfc84999ecab0cd20,0,no
tasktracker_kotlin_max_digit_max_digit_50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,1,no
tasktracker_kotlin_max_digit_max_digit_56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,1,no
tasktracker_kotlin_max_digit_max_digit_60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b,1,no
tasktracker_kotlin_pies_pies_102957_602853714_549052309663.3014_7ec4b3ae7cbf30e6b4b6469e7ddd59fa1e04436a,0,no
tasktracker_kotlin_pies_pies_167343_1231650868_1470634919851.924_86eb98d7043486ba9d061f7af8a7449cc74d9568,0,no
tasktracker_kotlin_pies_pies_375368_1380440107_1048563730395.4622_9f6a28d7ed087e9df126d2d30ad5b4c0bfb4a143,0,no
tasktracker_kotlin_pies_pies_39529_1842870334_756319712900.1792_e4bcda4e3b62d15e21bc142adfbb5a34784a53e1,1,no
tasktracker_kotlin_pies_pies_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,1,no
tasktracker_kotlin_pies_pies_50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,1,no
tasktracker_kotlin_pies_pies_56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,1,no
tasktracker_kotlin_pies_pies_60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b,1,no
tasktracker_kotlin_voting_voting_375374_974689068_92193407374.93364_64a227fef24930ef8c520b19e9f8aa6f08f26ef0,0,no
tasktracker_kotlin_voting_voting_39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1,0,no
tasktracker_kotlin_voting_voting_40013_1474929749_445740598236.52594_18779a0e97697f0b57f08433f450d18da710b728,0,no
tasktracker_kotlin_voting_voting_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,0,no
tasktracker_kotlin_voting_voting_50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,1,no
tasktracker_kotlin_voting_voting_56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,1,no
tasktracker_kotlin_voting_voting_60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b,0,no
tasktracker_kotlin_zero_zero_375373_890344270_328914657023.14453_598acd68a959356f8286822b6ea5cadeec4202e5,0,no
tasktracker_kotlin_zero_zero_39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1,0,no
tasktracker_kotlin_zero_zero_40013_1474929749_445740598236.52594_18779a0e97697f0b57f08433f450d18da710b728,0,no
tasktracker_kotlin_zero_zero_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,1,no
tasktracker_kotlin_zero_zero_50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,1,no
tasktracker_kotlin_zero_zero_56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,1,no
tasktracker_kotlin_zero_zero_60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b,1,no
tasktracker_python_brackets_brackets_0cmax_30max_3amax_37cc97689abd694b24fef5e865373bbdb2,0,no
tasktracker_python_brackets_brackets_100152_1166263590_436878423604.05066_7c3063711b59051ab54ab60ae4c5258a75074d48,0,no
tasktracker_python_brackets_brackets_1017_113826708_321439997792.73645_38275c782207f99d2c0a956b0a7d5de10754adf7,0,no
tasktracker_python_brackets_brackets_10791_382171651_1424351025212.03_cfd47f0ddf66ce4db1fcaf58aacf2dca9b2bb767,1,no
tasktracker_python_brackets_brackets_123426_939943276_1318021004893.983_593c45b0fe99816dc4386b317ba8a5c382b8473c,0,no
tasktracker_python_brackets_brackets_131168_1025952318_1143862208007.3184_173be9114c8f3eccadad9bba8e43192d0b7f2f90,0,no
tasktracker_python_brackets_brackets_143004_2064534604_992229733090.3016_7f6ad4fb1869c21cdbcd62d12060c1ee2382dd6e,0,no
tasktracker_python_brackets_brackets_143523_263689467_18980540050.586643_36637bb62365b827c498c53621133beafa8627c4,0,no
tasktracker_python_brackets_brackets_15050_338895201_1387521282374.8_8f4269439f1b500780d15b205380f17537481b2e,0,no
tasktracker_python_brackets_brackets_15526_724434286_141444182098.12494_1475bc975655b773e70854dda8c5a0c9740916a8,0,no
tasktracker_python_brackets_brackets_16501_1942409595_606988234262.6613_fc213e06d3e6f1c1c3a77a2e09ea7b3b44acda67,0,no
tasktracker_python_brackets_brackets_17258_8210722_1144548680989.8438_ede08529d5a93e7cc805b00bfb3e50139873a06a,0,no
tasktracker_python_brackets_brackets_17344_465087632_852925448206.1814_3a846f00d61ba7d790c8f52dcf32dda216d55e28,0,no
tasktracker_python_brackets_brackets_18415_111586973_1586557317665.0554_c54342b12b1a9c5d26eaa5bf7363ada1fa81247f,0,no
tasktracker_python_brackets_brackets_193646_673126775_384890006177.1807_9c724c82ac2c8cb68327661b9cc3783112e69b46,0,no
tasktracker_python_brackets_brackets_198352_865707415_1206794217618.4377_4d28089eed49c86c701df45ca594848174fd42ec,0,no
tasktracker_python_brackets_brackets_19947_1425260924_14367378298.66608_3fe7f902e9700e815c34fe8d60d10a34882b2d53,0,no
tasktracker_python_brackets_brackets_206622_1106103367_1365881569764.186_5e562fe0784f9c3f1d323ffe25452856d47d3eca,0,no
tasktracker_python_brackets_brackets_2089_1238900288_12842862400.5874_39c5e36674828abd02490546d56a0beb326961a9,0,no
tasktracker_python_brackets_brackets_2100_754016256_1479911704813.4963_f0b248e24852da21c2fe77d2cda29c7a11c36c8f,0,no
tasktracker_python_brackets_brackets_22407_46596276_715022755974.066_20bad0cf929fc47bf911585e4774a9ee2d10123e,0,no
tasktracker_python_brackets_brackets_24268_85478426_1289997218181.0583_90fb9922684a5c252d71bd4db5700cec56dc5231,1,no
tasktracker_python_brackets_brackets_254508_976730725_55143542663.93323_c87adac55a96d08efe6d0cb03725a5838faa6942,0,no
tasktracker_python_brackets_brackets_257248_1605820169_178899565722.24805_0396bedbe2de584a6a26950b8e3cce649961702d,0,no
tasktracker_python_brackets_brackets_261259_1513765271_417475723196.2855_3643ba8a0a5b2328325922b44bfcaefb9fcdfbd8,1,no
tasktracker_python_brackets_brackets_2799_1143108192_827615247704.6888_ec153b90249f4e23232bd1ae78e1fb18a0858b11,0,no
tasktracker_python_brackets_brackets_28464_1414494711_1512030142924.2612_932dec70bb7c3d6907bb89b8b9e6f337b6b76211,0,no
tasktracker_python_brackets_brackets_28465_666287976_79269655490.18567_aa3a6b89f0e3d2c3f689fbb07d6955884c8ca3b6,0,no
tasktracker_python_brackets_brackets_35788_103591522_446471286908.60034_143881921cfa48acb771b1a437c26046609111f5,0,no
tasktracker_python_brackets_brackets_35788_418626757_1136781665214.9624_35477a42de40624bf0d7c811eb5ffa358dbde5ff,0,no
tasktracker_python_brackets_brackets_3875_692915_1076739655245.9308_1afbf84de1ff6fbffc72125b28e96fe64117f0fd,1,no
tasktracker_python_brackets_brackets_4045_1137164902_844534486862.1228_caf6448a4f4767e8988397347320d0e2a7cc0ffe,0,no
tasktracker_python_brackets_brackets_4275_1805376686_1388731874761.0269_321b7a0f6a29c97153bb4b7979f4ada06ea9e7bd,0,no
tasktracker_python_brackets_brackets_43287_1067898764_1456330342973.7773_49e5e9a273817dac745b18e74f3ba28f3af156a5,0,no
tasktracker_python_brackets_brackets_45478_270994276_630374379611.3223_108aa9b05e5acf01ad90cabf36d1f46c93f47a24,0,no
tasktracker_python_brackets_brackets_4611_12390667_762127414508.162_9661c72753a7a42f09a59ca4312b1f38e63fd711,0,no
tasktracker_python_brackets_brackets_4611_9955056_1556291180042.0403_255f4b3270c39f31c7de3fdaf9a648ca58517978,0,no
tasktracker_python_brackets_brackets_46725_1020794510_540263524684.5922_4a1e434b3c6472232c565ad8561f95f29dca474b,0,no
tasktracker_python_brackets_brackets_4808_30740638_849045201361.1283_d360e9bbfcd186275364283c8e5932a8562cca3e,1,no
tasktracker_python_brackets_brackets_48427_1754033232_238101865928.82422_6c913c0053d9ad873fa2066643a414ba45db55b0,0,no
tasktracker_python_brackets_brackets_48829_260493958_810318900839.7272_559908edfde12d374d46fc96afa22b983a41025d,0,no
tasktracker_python_brackets_brackets_4931_913884277_803762360621.2246_94b4aacb59ddb83e7dccf28fc277eb40c751147c,0,no
tasktracker_python_brackets_brackets_540904_1066047326_1236341010100.984_f8071bb858c5ef3356e4c5b98c0f6cc9aa5ec819,0,no
tasktracker_python_brackets_brackets_54912_1999637302_44473375361.800224_27a65e477db1de94bec2208a874cb9a2b564290d,0,no
tasktracker_python_brackets_brackets_553955_1448988598_1132704530166.6194_7cc9cc9694fdbc362bfb79b5826e01dfc2c711f8,0,no
tasktracker_python_brackets_brackets_583_470678335_982559139960.2112_cd7be00174c8eb66eea31ebfc85f2766d8b7c110,0,no
tasktracker_python_brackets_brackets_5898_1026373761_1039975976979.3306_b076bd220b3a3bd21e76ce3bd0bc77fcfed49a16,0,no
tasktracker_python_brackets_brackets_5927_731680979_957601858015.3491_efb76281d5de734a167784264d8cdb909a3e7187,1,no
tasktracker_python_brackets_brackets_6290_15325061_577199469996.0153_1348d067bd94ba9c55c8e6697b62ee6eda343364,1,no
tasktracker_python_brackets_brackets_6361_128872981_659751971935.0137_ea78d18230cfdea4898331383648336baa7a5926,1,no
tasktracker_python_brackets_brackets_6423_1106421296_895933445843.78_320b347dd3bc2b88950d4391683a3d4ab65827c7,0,no
tasktracker_python_brackets_brackets_6423_561160138_896753586601.9805_368d92d0a5b43fd484f967f75f329aad79f3ba40,0,no
tasktracker_python_brackets_brackets_6469_1948656097_1316393560899.5383_283061ba22981344a65c197b48d8510078f8708d,1,no
tasktracker_python_brackets_brackets_6604_1000854187_81157292815.37729_46982988cd3567a95994aea8a1b789b2597fbce1,0,no
tasktracker_python_brackets_brackets_6717_1806102794_1419691018857.5898_9d93529c8e549057f8b198822d9f2b74ebd84076,0,no
tasktracker_python_brackets_brackets_6847_4337348_344732819754.7162_c1748bae205d445b50e5ae66f8f8e5cdb9a06809,1,no
tasktracker_python_brackets_brackets_6955_1182304390_1190374227198.232_b49afb0ffef18c2169481fc04fe98eabb974af95,1,no
tasktracker_python_brackets_brackets_72886_212081055_868525718666.528_17188dd4a409a1275f24a2f94b9ea30abaea5ccd,0,no
tasktracker_python_brackets_brackets_7682_840581444_14785768139.46023_e678e556896d16ae7733d3c653eab40bd87a1446,1,no
tasktracker_python_brackets_brackets_7889_21041224_817720292175.449_608b5427041bf45d8c6f0e17e294792cb238b462,0,no
tasktracker_python_brackets_brackets_7977_3602105_198512269907.71637_5b4f052f5c14ae763335940fd69a5cb64c39a44d,1,no
tasktracker_python_brackets_brackets_80013_1913512191_1241725290275.6074_088a639610b7263464ee341efad6233e08d90957,0,no
tasktracker_python_brackets_brackets_8085_488736472_582930556668.2284_d079a2b09b7f40c9d58bb271fe1bacab9f2055bb,1,no
tasktracker_python_brackets_brackets_90148_1876925322_609832802102.6696_f6f7b26fd8a02a1ddf458302382b502584d58c63,0,no
tasktracker_python_max_3_max_3_100152_1166263590_436878423604.05066_7c3063711b59051ab54ab60ae4c5258a75074d48,0,no
tasktracker_python_max_3_max_3_1017_113826708_321439997792.73645_38275c782207f99d2c0a956b0a7d5de10754adf7,0,no
tasktracker_python_max_3_max_3_10613_93575479max_3_4984014910max_39.764_35914e8a15max_30f609b15de3f6dmax_377546max_376fe193c,0,no
tasktracker_python_max_3_max_3_198352_865707415_1206794217618.4377_4d28089eed49c86c701df45ca594848174fd42ec,0,no
tasktracker_python_max_3_max_3_25473_991764958_308486041488.3171_1ab531bf0d0f6f80019e17af1e2482580c78d46e,1,no
tasktracker_python_max_3_max_3_261263_1653232206_235383674921.56827_6c8338a5540db9e87ec3a477bd1ee3795d1d279c,0,no
tasktracker_python_max_3_max_3_331_10479887_627730534414.8816_b252d1cde11d18512d48ba30f23ad415bcc24025,0,no
tasktracker_python_max_3_max_3_3875_692915_1076739655245.9308_1afbf84de1ff6fbffc72125b28e96fe64117f0fd,0,no
tasktracker_python_max_3_max_3_3922_14266605_106156858781.32156_e9e4ef0ebd322a0cb52d08b029872220e8d28f33,0,no
tasktracker_python_max_3_max_3_3924_8338274_1564691555063.0962_ca74f2862614299a8409989a9c593be220f1fb79,1,no
tasktracker_python_max_3_max_3_3926_12429449_640770882109.8872_00a1125d55fc211acab5685f317c210cf470ad6b,1,no
tasktracker_python_max_3_max_3_3926_18867574_497757888947.8761_2b685e08e8e72f86b60978ab61bc18be156abfe3,0,no
tasktracker_python_max_3_max_3_3927_6753787_1365530703655.7397_2af58a25bc4cff24a64280a6833050b6b469b623,1,no
