session_id,true_label,group_id,split
tasktracker_java_pies_pies_50751_6734527_1138798489862.933_0687500a3943a24ebd92b0e6e8569b6a8ca182d0,1,50751_6734527_1138798489862.933_0687500a3943a24ebd92b0e6e8569b6a8ca182d0,train
tasktracker_java_pies_pies_50835_697721268_610221703032.3408_47c9336e4957bb8c138f480cb62c183251fe298b,1,50835_697721268_610221703032.3408_47c9336e4957bb8c138f480cb62c183251fe298b,train
tasktracker_java_pies_pies_51403_1771290213_1211670296785.9038_8e46c693a543f911ad9d0ab494890245c381122d,0,51403_1771290213_1211670296785.9038_8e46c693a543f911ad9d0ab494890245c381122d,train
tasktracker_java_pies_pies_516498_1178551944_162670384992.19626_8c04d89c38707f39de13634e244a71c022ca98ba,0,516498_1178551944_162670384992.19626_8c04d89c38707f39de13634e244a71c022ca98ba,train
tasktracker_java_pies_pies_53285_1705533775_1292233787305.176_fec8c81f154d4a436ee9d893aa383c57e89745f7,0,53285_1705533775_1292233787305.176_fec8c81f154d4a436ee9d893aa383c57e89745f7,train
tasktracker_java_pies_pies_57721_84510250_1047720102990.9707_98ec8ee94d99c8248d13f066badb20546542b9d0,0,57721_84510250_1047720102990.9707_98ec8ee94d99c8248d13f066badb20546542b9d0,train
tasktracker_java_voting_voting_204023_668020847_516895086072.12787_9ac1f193df7581cc6d68bc07eaa01710f5acf6e4,0,204023_668020847_516895086072.12787_9ac1f193df7581cc6d68bc07eaa01710f5acf6e4,train
tasktracker_java_voting_voting_35348_1438997025_120066998105.26987_bad7f68a7e0bdbb50783d610478f97ab3a55810b,0,35348_1438997025_120066998105.26987_bad7f68a7e0bdbb50783d610478f97ab3a55810b,train
tasktracker_java_voting_voting_35937_2049410402_531300241288.57764_1570a4fa165fa8bbe1c700eb4ebf05b90d16dd03,0,35937_2049410402_531300241288.57764_1570a4fa165fa8bbe1c700eb4ebf05b90d16dd03,train
tasktracker_java_voting_voting_4072_1575609932_1466351377412.086_54781d5e46ef7eb423e373269a8119246f8aab40,0,4072_1575609932_1466351377412.086_54781d5e46ef7eb423e373269a8119246f8aab40,train
tasktracker_java_voting_voting_50193_205653921_761894199394.1117_78fd5cf950e325e2002e45fee05570ff970c9bd9,0,50193_205653921_761894199394.1117_78fd5cf950e325e2002e45fee05570ff970c9bd9,train
tasktracker_java_voting_voting_50236_25853174_1277715059093.8948_886dfb0cdc30a6f7ef494e4f0a7acc925d3ce1dc,0,50236_25853174_1277715059093.8948_886dfb0cdc30a6f7ef494e4f0a7acc925d3ce1dc,train
tasktracker_java_voting_voting_50236_357787407_1429767635995.9395_d5f5d101e93288426793cab0366b57fca7e2e9c8,0,50236_357787407_1429767635995.9395_d5f5d101e93288426793cab0366b57fca7e2e9c8,train
tasktracker_java_voting_voting_50240_857233176_843487176380.1454_e07e707f8cc523c1b5db8a7c8db58a7e58891212,0,50240_857233176_843487176380.1454_e07e707f8cc523c1b5db8a7c8db58a7e58891212,train
tasktracker_java_voting_voting_50246_1768240771_1471110819433.921_a5f867704feeceddfa3d554aaf131efd8dc53e28,0,50246_1768240771_1471110819433.921_a5f867704feeceddfa3d554aaf131efd8dc53e28,train
tasktracker_java_voting_voting_50255_501077302_197219872255.72565_b4c4c6c633375ddfff5911d3ae952474abf21fbb,0,50255_501077302_197219872255.72565_b4c4c6c633375ddfff5911d3ae952474abf21fbb,train
tasktracker_java_voting_voting_50835_697721268_610221703032.3408_47c9336e4957bb8c138f480cb62c183251fe298b,0,50835_697721268_610221703032.3408_47c9336e4957bb8c138f480cb62c183251fe298b,train
tasktracker_java_voting_voting_516498_1178551944_162670384992.19626_8c04d89c38707f39de13634e244a71c022ca98ba,0,516498_1178551944_162670384992.19626_8c04d89c38707f39de13634e244a71c022ca98ba,train
tasktracker_java_voting_voting_53285_1705533775_1292233787305.176_fec8c81f154d4a436ee9d893aa383c57e89745f7,0,53285_1705533775_1292233787305.176_fec8c81f154d4a436ee9d893aa383c57e89745f7,train
tasktracker_java_voting_voting_57504_1915495132_781365268832.5005_d4a5cb01978425ee33cb1c065168a29c18d37a41,1,57504_1915495132_781365268832.5005_d4a5cb01978425ee33cb1c065168a29c18d37a41,train
tasktracker_java_voting_voting_57568_130348365_490864620011.9168_11ea73fe3952e1d741ffb5b0a0fa75b073db7703,0,57568_130348365_490864620011.9168_11ea73fe3952e1d741ffb5b0a0fa75b073db7703,train
tasktracker_java_voting_voting_57777_1546715125_16555386179.251556_f227acab9265b257313b2601851d20120fdd65b9,1,57777_1546715125_16555386179.251556_f227acab9265b257313b2601851d20120fdd65b9,train
tasktracker_java_zero_zero_4072_1575609932_1466351377412.086_54781d5e46ef7eb423e373269a8119246f8aab40,0,4072_1575609932_1466351377412.086_54781d5e46ef7eb423e373269a8119246f8aab40,train
tasktracker_java_zero_zero_50248_117328608_1143147998314.5024_588bf6e773f3c722d78a2d64c74c982b123e23ac,1,50248_117328608_1143147998314.5024_588bf6e773f3c722d78a2d64c74c982b123e23ac,train
tasktracker_java_zero_zero_51354_1902752852_207879768723.99686_d238637b063d9d90e963f973284ead5b6b46322e,0,51354_1902752852_207879768723.99686_d238637b063d9d90e963f973284ead5b6b46322e,train
tasktracker_java_zero_zero_516498_1178551944_162670384992.19626_8c04d89c38707f39de13634e244a71c022ca98ba,0,516498_1178551944_162670384992.19626_8c04d89c38707f39de13634e244a71c022ca98ba,train
tasktracker_java_zero_zero_53285_1705533775_1292233787305.176_fec8c81f154d4a436ee9d893aa383c57e89745f7,0,53285_1705533775_1292233787305.176_fec8c81f154d4a436ee9d893aa383c57e89745f7,train
tasktracker_kotlin_brackets_brackets_39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1,0,39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1,train
tasktracker_kotlin_brackets_brackets_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,1,41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,train
tasktracker_kotlin_brackets_brackets_43482_817518377_1218501755035.3948_b52ef0fbc42c296c873d92faaf08353366ce7798,0,43482_817518377_1218501755035.3948_b52ef0fbc42c296c873d92faaf08353366ce7798,train
tasktracker_kotlin_brackets_brackets_4770_262746974_1101405860621.7349_07d18e5f6521abe24417af9cfc84999ecab0cd20,0,4770_262746974_1101405860621.7349_07d18e5f6521abe24417af9cfc84999ecab0cd20,train
tasktracker_kotlin_brackets_brackets_50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,1,50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,train
tasktracker_kotlin_brackets_brackets_56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,1,56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,train
tasktracker_kotlin_max_3_max_3_375372_1158485556_1503163242535.8481_67be4276fd0c39fa8bc58de116c16e5e59708bea,0,375372_1158485556_1503163242535.8481_67be4276fd0c39fa8bc58de116c16e5e59708bea,train
tasktracker_kotlin_max_3_max_3_39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1,0,39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1,train
tasktracker_kotlin_max_3_max_3_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,0,41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,train
tasktracker_kotlin_max_3_max_3_4770_262746974_1101405860621.7349_07d18e5f6521abe24417af9cfc84999ecab0cd20,0,4770_262746974_1101405860621.7349_07d18e5f6521abe24417af9cfc84999ecab0cd20,train
tasktracker_kotlin_max_3_max_3_50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,1,50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,train
tasktracker_kotlin_max_3_max_3_56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,0,56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,train
tasktracker_kotlin_max_3_max_3_60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b,1,60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b,train
tasktracker_kotlin_max_digit_max_digit_375376_1073793298_1483248182011.5476_3dd331b15c9e76fc3e4fdae3c17ba22b660d5ff0,0,375376_1073793298_1483248182011.5476_3dd331b15c9e76fc3e4fdae3c17ba22b660d5ff0,train
tasktracker_kotlin_max_digit_max_digit_39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1,0,39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1,train
tasktracker_kotlin_max_digit_max_digit_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,0,41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,train
tasktracker_kotlin_max_digit_max_digit_43482_817518377_1218501755035.3948_b52ef0fbc42c296c873d92faaf08353366ce7798,1,43482_817518377_1218501755035.3948_b52ef0fbc42c296c873d92faaf08353366ce7798,train
tasktracker_kotlin_max_digit_max_digit_4770_262746974_1101405860621.7349_07d18e5f6521abe24417af9cfc84999ecab0cd20,0,4770_262746974_1101405860621.7349_07d18e5f6521abe24417af9cfc84999ecab0cd20,train
tasktracker_kotlin_max_digit_max_digit_50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,1,50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,train
tasktracker_kotlin_max_digit_max_digit_56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,1,56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,train
tasktracker_kotlin_max_digit_max_digit_60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b,1,60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b,train
tasktracker_kotlin_pies_pies_102957_602853714_549052309663.3014_7ec4b3ae7cbf30e6b4b6469e7ddd59fa1e04436a,0,102957_602853714_549052309663.3014_7ec4b3ae7cbf30e6b4b6469e7ddd59fa1e04436a,train
tasktracker_kotlin_pies_pies_375368_1380440107_1048563730395.4622_9f6a28d7ed087e9df126d2d30ad5b4c0bfb4a143,0,375368_1380440107_1048563730395.4622_9f6a28d7ed087e9df126d2d30ad5b4c0bfb4a143,train
tasktracker_kotlin_pies_pies_39529_1842870334_756319712900.1792_e4bcda4e3b62d15e21bc142adfbb5a34784a53e1,1,39529_1842870334_756319712900.1792_e4bcda4e3b62d15e21bc142adfbb5a34784a53e1,train
tasktracker_kotlin_pies_pies_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,1,41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,train
tasktracker_kotlin_pies_pies_50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,1,50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,train
tasktracker_kotlin_pies_pies_56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,1,56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,train
tasktracker_kotlin_pies_pies_60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b,1,60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b,train
tasktracker_kotlin_voting_voting_375374_974689068_92193407374.93364_64a227fef24930ef8c520b19e9f8aa6f08f26ef0,0,375374_974689068_92193407374.93364_64a227fef24930ef8c520b19e9f8aa6f08f26ef0,train
tasktracker_kotlin_voting_voting_39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1,0,39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1,train
tasktracker_kotlin_voting_voting_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,0,41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,train
tasktracker_kotlin_voting_voting_50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,1,50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,train
tasktracker_kotlin_voting_voting_56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,1,56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,train
tasktracker_kotlin_voting_voting_60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b,0,60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b,train
tasktracker_kotlin_zero_zero_375373_890344270_328914657023.14453_598acd68a959356f8286822b6ea5cadeec4202e5,0,375373_890344270_328914657023.14453_598acd68a959356f8286822b6ea5cadeec4202e5,train
tasktracker_kotlin_zero_zero_39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1,0,39286_1049978243_698029670251.5197_22c67c9a2e55d7ae876d798f31c5d77ec82947e1,train
tasktracker_kotlin_zero_zero_41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,1,41998_1053259907_1241640984630.3262_5f913614975922e949a81a72421ca989e22862f8,train
tasktracker_kotlin_zero_zero_50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,1,50591_763982381_873963487949.8887_7067c5e72754b8a912ce5f32ea40569c0680ea7a,train
tasktracker_kotlin_zero_zero_56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,1,56646_1694501307_627678954772.0905_4a630d90f56afed674dc8a73d3c883bc42fa63e8,train
tasktracker_kotlin_zero_zero_60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b,1,60693_2088659881_1157508589144.569_cc4074e3aab317740dca36431601450f193c780b,train
tasktracker_python_brackets_brackets_0cmax_30max_3amax_37cc97689abd694b24fef5e865373bbdb2,0,0cmax_30max_3amax_37cc97689abd694b24fef5e865373bbdb2,train
tasktracker_python_brackets_brackets_100152_1166263590_436878423604.05066_7c3063711b59051ab54ab60ae4c5258a75074d48,0,100152_1166263590_436878423604.05066_7c3063711b59051ab54ab60ae4c5258a75074d48,train
tasktracker_python_brackets_brackets_1017_113826708_321439997792.73645_38275c782207f99d2c0a956b0a7d5de10754adf7,0,1017_113826708_321439997792.73645_38275c782207f99d2c0a956b0a7d5de10754adf7,train
tasktracker_python_brackets_brackets_10791_382171651_1424351025212.03_cfd47f0ddf66ce4db1fcaf58aacf2dca9b2bb767,1,10791_382171651_1424351025212.03_cfd47f0ddf66ce4db1fcaf58aacf2dca9b2bb767,train
tasktracker_python_brackets_brackets_131168_1025952318_1143862208007.3184_173be9114c8f3eccadad9bba8e43192d0b7f2f90,0,131168_1025952318_1143862208007.3184_173be9114c8f3eccadad9bba8e43192d0b7f2f90,train
tasktracker_python_brackets_brackets_143004_2064534604_992229733090.3016_7f6ad4fb1869c21cdbcd62d12060c1ee2382dd6e,0,143004_2064534604_992229733090.3016_7f6ad4fb1869c21cdbcd62d12060c1ee2382dd6e,train
tasktracker_python_brackets_brackets_15526_724434286_141444182098.12494_1475bc975655b773e70854dda8c5a0c9740916a8,0,15526_724434286_141444182098.12494_1475bc975655b773e70854dda8c5a0c9740916a8,train
tasktracker_python_brackets_brackets_16501_1942409595_606988234262.6613_fc213e06d3e6f1c1c3a77a2e09ea7b3b44acda67,0,16501_1942409595_606988234262.6613_fc213e06d3e6f1c1c3a77a2e09ea7b3b44acda67,train
tasktracker_python_brackets_brackets_18415_111586973_1586557317665.0554_c54342b12b1a9c5d26eaa5bf7363ada1fa81247f,0,18415_111586973_1586557317665.0554_c54342b12b1a9c5d26eaa5bf7363ada1fa81247f,train
tasktracker_python_brackets_brackets_193646_673126775_384890006177.1807_9c724c82ac2c8cb68327661b9cc3783112e69b46,0,193646_673126775_384890006177.1807_9c724c82ac2c8cb68327661b9cc3783112e69b46,train
tasktracker_python_brackets_brackets_198352_865707415_1206794217618.4377_4d28089eed49c86c701df45ca594848174fd42ec,0,198352_865707415_1206794217618.4377_4d28089eed49c86c701df45ca594848174fd42ec,train
tasktracker_python_brackets_brackets_19947_1425260924_14367378298.66608_3fe7f902e9700e815c34fe8d60d10a34882b2d53,0,19947_1425260924_14367378298.66608_3fe7f902e9700e815c34fe8d60d10a34882b2d53,train
tasktracker_python_brackets_brackets_2089_1238900288_12842862400.5874_39c5e36674828abd02490546d56a0beb326961a9,0,2089_1238900288_12842862400.5874_39c5e36674828abd02490546d56a0beb326961a9,train
tasktracker_python_brackets_brackets_2100_754016256_1479911704813.4963_f0b248e24852da21c2fe77d2cda29c7a11c36c8f,0,2100_754016256_1479911704813.4963_f0b248e24852da21c2fe77d2cda29c7a11c36c8f,train
tasktracker_python_brackets_brackets_22407_46596276_715022755974.066_20bad0cf929fc47bf911585e4774a9ee2d10123e,0,22407_46596276_715022755974.066_20bad0cf929fc47bf911585e4774a9ee2d10123e,train
tasktracker_python_brackets_brackets_24268_85478426_1289997218181.0583_90fb9922684a5c252d71bd4db5700cec56dc5231,1,24268_85478426_1289997218181.0583_90fb9922684a5c252d71bd4db5700cec56dc5231,train
tasktracker_python_brackets_brackets_28465_666287976_79269655490.18567_aa3a6b89f0e3d2c3f689fbb07d6955884c8ca3b6,0,28465_666287976_79269655490.18567_aa3a6b89f0e3d2c3f689fbb07d6955884c8ca3b6,train
tasktracker_python_brackets_brackets_35788_103591522_446471286908.60034_143881921cfa48acb771b1a437c26046609111f5,0,35788_103591522_446471286908.60034_143881921cfa48acb771b1a437c26046609111f5,train
tasktracker_python_brackets_brackets_35788_418626757_1136781665214.9624_35477a42de40624bf0d7c811eb5ffa358dbde5ff,0,35788_418626757_1136781665214.9624_35477a42de40624bf0d7c811eb5ffa358dbde5ff,train
tasktracker_python_brackets_brackets_3875_692915_1076739655245.9308_1afbf84de1ff6fbffc72125b28e96fe64117f0fd,1,3875_692915_1076739655245.9308_1afbf84de1ff6fbffc72125b28e96fe64117f0fd,train
tasktracker_python_brackets_brackets_4045_1137164902_844534486862.1228_caf6448a4f4767e8988397347320d0e2a7cc0ffe,0,4045_1137164902_844534486862.1228_caf6448a4f4767e8988397347320d0e2a7cc0ffe,train
tasktracker_python_brackets_brackets_4275_1805376686_1388731874761.0269_321b7a0f6a29c97153bb4b7979f4ada06ea9e7bd,0,4275_1805376686_1388731874761.0269_321b7a0f6a29c97153bb4b7979f4ada06ea9e7bd,train
tasktracker_python_brackets_brackets_43287_1067898764_1456330342973.7773_49e5e9a273817dac745b18e74f3ba28f3af156a5,0,43287_1067898764_1456330342973.7773_49e5e9a273817dac745b18e74f3ba28f3af156a5,train
tasktracker_python_brackets_brackets_45478_270994276_630374379611.3223_108aa9b05e5acf01ad90cabf36d1f46c93f47a24,0,45478_270994276_630374379611.3223_108aa9b05e5acf01ad90cabf36d1f46c93f47a24,train
tasktracker_python_brackets_brackets_4611_12390667_762127414508.162_9661c72753a7a42f09a59ca4312b1f38e63fd711,0,4611_12390667_762127414508.162_9661c72753a7a42f09a59ca4312b1f38e63fd711,train
tasktracker_python_brackets_brackets_4611_9955056_1556291180042.0403_255f4b3270c39f31c7de3fdaf9a648ca58517978,0,4611_9955056_1556291180042.0403_255f4b3270c39f31c7de3fdaf9a648ca58517978,train
tasktracker_python_brackets_brackets_4808_30740638_849045201361.1283_d360e9bbfcd186275364283c8e5932a8562cca3e,1,4808_30740638_849045201361.1283_d360e9bbfcd186275364283c8e5932a8562cca3e,train
tasktracker_python_brackets_brackets_48829_260493958_810318900839.7272_559908edfde12d374d46fc96afa22b983a41025d,0,48829_260493958_810318900839.7272_559908edfde12d374d46fc96afa22b983a41025d,train
